,airline,number_of_changes,origin_city_code,destination_country_code,search_month,search_weekday,depart_month,depart_weekday,diff_days,distance,price
75422,S7 Airlines,2,LED,RU,4,0,6,1,57,5164.82,22627
75424,Nordwind Airlines,0,LED,DE,4,0,6,1,78,1749.74,3078
75426,Pobeda,0,LED,RU,4,0,6,6,55,1372.48,5649
75430,Turkish Airlines,2,LED,US,4,0,6,3,80,9032.33,88379
75431,Pegasus Airlines,3,LED,TR,4,0,6,1,78,2581.06,19570
75433,Pobeda,0,LED,RU,4,0,6,2,72,1636.33,5649
75438,S7 Airlines,1,LED,RU,4,0,6,2,51,6660.21,16649
75440,Uzbekistan Airways,2,LED,IN,4,0,6,3,52,5524.05,50354
75442,Wizz Air,3,LED,ES,4,0,6,0,56,2893.9,19688
75445,Turkish Airlines,2,LED,US,4,0,6,2,51,8148.65,91631
75456,S7 Airlines,1,LED,RU,4,0,6,1,71,2484.49,5708
75458,Azimut,1,LED,RU,4,0,6,0,77,1514.2,3460
75465,Turkish Airlines,1,LED,TR,4,0,6,2,51,2271.53,30289
75467,Nordwind Airlines,0,LED,RU,4,0,6,2,51,1217.45,3645
75474,S7 Airlines,1,LED,RU,4,0,6,5,68,5049.92,17771
75480,S7 Airlines,3,LED,RU,4,0,6,2,51,5893.67,26955
75486,Wizz Air,3,LED,DE,4,0,6,2,51,1421.26,17426
75491,S7 Airlines,1,LED,RU,4,0,6,1,71,4832.22,14957
75494,Nordwind Airlines,0,LED,RU,4,0,6,3,73,3241.64,11588
75496,Turkish Airlines,2,LED,TR,4,0,6,4,74,2420.35,32362
75503,Azimut,1,LED,RU,4,0,6,4,53,1941.65,7676
75512,Wizz Air,2,LED,IT,4,0,6,0,56,2245.28,22332
75519,Pobeda,0,LED,RU,4,0,6,4,74,2030.82,6849
75520,Pobeda,0,LED,RU,4,0,6,0,56,1482.37,5049
75524,Pobeda,1,LED,RU,4,0,6,1,71,2112.14,9020
75526,Uzbekistan Airways,2,LED,IN,4,0,6,1,78,6066.03,37540
75527,Uzbekistan Airways,1,LED,UZ,4,0,6,0,56,3574.18,8751
75531,Uzbekistan Airways,1,LED,UZ,4,0,6,3,80,3571.03,10748
75532,Wizz Air,3,LED,IT,4,0,6,2,51,2386.76,17323
75538,Turkish Airlines,2,LED,US,4,0,6,2,65,8031.89,96371
75545,Aeroflot,1,LED,KZ,4,0,6,0,56,1993.25,16383
75547,Aeroflot,1,LED,RU,4,0,6,2,65,3457.3,13140
75548,Wizz Air,3,LED,GR,4,0,6,0,56,2484.45,17381
75549,Turkish Airlines,2,LED,US,4,0,6,2,51,8297.7,128814
75556,Azimut,0,LED,RU,4,0,6,3,73,1763.83,3480
75561,Uzbekistan Airways,2,LED,IN,4,0,6,3,59,6086.24,49676
75562,Uzbekistan Airways,0,LED,UZ,4,0,6,4,74,3365.16,9688
75565,Pobeda,0,LED,RU,4,0,6,3,73,1795.99,9099
75567,Azimut,1,LED,RU,4,0,6,4,74,1527.53,4060
75571,Wizz Air,3,LED,DE,4,0,6,0,56,1682.81,16071
75575,Pobeda,0,LED,RU,4,0,6,2,51,1090.69,3849
75579,S7 Airlines,2,LED,RU,4,0,6,3,66,6198.57,16360
75583,S7 Airlines,1,LED,RU,4,0,6,2,58,2370.87,8993
75584,S7 Airlines,1,LED,RU,4,0,6,0,56,6644.23,16641
75585,Uzbekistan Airways,0,LED,UZ,4,0,6,3,80,3622.47,9723
75587,Turkish Airlines,2,LED,TR,4,0,7,0,91,2117.55,23648
75588,S7 Airlines,1,LED,RU,4,0,7,6,104,3649.14,13350
75597,Azimut,1,LED,RU,4,0,7,6,104,1907.22,6460
75614,Uzbekistan Airways,1,LED,IN,4,0,7,3,87,4931.49,24303
75616,Aeroflot,0,LED,RU,4,0,7,2,100,1908.01,6166
75619,Turkish Airlines,1,LED,US,4,0,7,2,86,8039.9,76079
75620,Turkish Airlines,2,LED,US,4,0,7,4,88,9296.07,76678
75621,Azimut,0,LED,RU,4,0,7,0,84,777.24,2380
75623,Pegasus Airlines,1,LED,TR,4,0,7,4,81,2201.82,23598
75633,Azimut,1,LED,RU,4,0,7,5,103,3546.2,9475
75636,Nordwind Airlines,2,LED,TR,4,0,7,4,81,2573.4,20774
75637,KLM,2,LED,IT,4,0,7,5,82,2061.77,17940
75639,Azimut,1,LED,RU,4,0,7,4,81,1942.61,4660
75642,Aeroflot,0,LED,RU,4,0,7,5,96,889.58,3934
75647,Nordwind Airlines,0,LED,DE,4,0,7,2,107,1838.93,6981
75649,Azimut,0,LED,RU,4,0,7,3,94,697.19,1780
75651,Turkish Airlines,1,LED,KZ,4,0,7,2,86,3152.33,22548
75653,Aeroflot,1,LED,RU,4,0,7,3,87,5737.05,18219
75659,KLM,2,LED,ES,4,0,7,0,84,2744.68,19530
75660,Uzbekistan Airways,1,LED,UZ,4,0,7,3,108,3512.29,8135
75664,Nordwind Airlines,0,LED,RU,4,0,7,3,101,3263.71,9775
75666,Azimut,1,LED,RU,4,0,7,2,107,2233.71,6284
75677,Nordwind Airlines,0,LED,DE,4,0,7,0,84,1754.98,11000
75678,Wizz Air,2,LED,IT,4,0,7,4,95,2703.39,22549
75688,Uzbekistan Airways,1,LED,UZ,4,0,7,2,107,3256.68,10229
75689,Azimut,1,LED,RU,4,0,7,2,93,1754.46,4060
75690,KLM,2,LED,IT,4,0,7,1,85,2535.2,19670
75696,Turkish Airlines,2,LED,US,4,0,7,2,86,6554.23,82251
75698,Aeroflot,1,LED,KZ,4,0,7,3,94,2263.35,17582
75701,Uzbekistan Airways,0,LED,UZ,4,0,7,5,96,3386.3,9688
75704,Aeroflot,1,LED,RU,4,0,7,5,110,5688.26,14377
75708,Pobeda,1,LED,RU,4,0,7,3,101,3132.3,8054
75719,Aeroflot,1,LED,KZ,4,0,7,5,82,2141.63,18075
75724,S7 Airlines,2,LED,RU,4,0,7,3,94,6528.78,17049
75726,Nordwind Airlines,0,LED,RU,4,0,7,2,107,1104.71,4720
75732,Nordwind Airlines,1,LED,RU,4,0,7,5,96,2001.44,9243
75734,Turkish Airlines,1,LED,US,4,0,7,1,92,8889.72,61264
75739,Aeroflot,1,LED,KZ,4,0,7,6,104,2918.99,18520
75741,Aeroflot,0,LED,RU,4,0,7,6,90,2116.64,5970
75748,Pobeda,0,LED,RU,4,0,7,4,109,2093.35,10198
75750,KLM,1,LED,ES,4,0,7,0,91,3118.56,14706
75751,Pobeda,0,LED,RU,4,0,7,0,84,806.2,4549
75752,Turkish Airlines,1,LED,TR,4,0,7,4,88,2377.74,22107
75753,Uzbekistan Airways,1,LED,UZ,4,0,7,5,110,3254.88,7746
75754,KLM,2,LED,IT,4,0,7,5,96,2128.07,20074
75757,Azimut,1,LED,TR,4,0,7,5,103,2107.41,10525
75764,KLM,1,LED,ES,4,0,7,5,89,3572.44,21195
75765,Aeroflot,2,LED,RU,4,0,7,5,82,7064.96,29410
75767,Uzbekistan Airways,1,LED,UZ,4,0,7,6,111,3405.71,9399
75771,Aeroflot,1,LED,RU,4,0,7,3,101,2583.41,9088
75772,Aeroflot,0,LED,RU,4,0,7,4,81,2031.59,6270
75773,Pobeda,0,LED,RU,4,0,7,3,87,1078.54,4449
75782,Nordwind Airlines,0,LED,DE,4,0,7,6,90,1331.25,3200
75786,Uzbekistan Airways,1,LED,UZ,4,0,7,0,105,2773.06,9867
75791,Turkish Airlines,2,LED,US,4,0,7,1,92,9163.79,77840
75797,S7 Airlines,1,LED,RU,4,0,7,4,88,2787.83,17135
75800,Nordwind Airlines,0,LED,RU,4,0,7,6,97,1878.35,7063
75801,KLM,2,LED,IT,4,0,7,2,107,2286.89,17739
75816,Pobeda,0,LED,RU,4,0,7,5,103,1055.34,4349
75818,S7 Airlines,2,LED,RU,4,0,7,3,101,6057.94,25415
75821,Uzbekistan Airways,1,LED,UZ,4,0,7,0,84,2902.36,7054
75823,Nordwind Airlines,0,LED,RU,4,0,7,4,109,3414.11,9513
75824,Pegasus Airlines,1,LED,TR,4,0,7,6,97,2527.13,19322
75827,Turkish Airlines,2,LED,US,4,0,7,3,87,7892.59,90755
75828,KLM,2,LED,GR,4,0,7,4,95,2520.28,99895
75829,Nordwind Airlines,0,LED,DE,4,0,7,1,92,1749.74,3158
75830,Pobeda,0,LED,RU,4,0,7,2,107,1372.48,5648
75832,Uzbekistan Airways,2,LED,KZ,4,0,7,1,106,3607.24,13571
75834,Pobeda,0,LED,RU,4,0,7,1,106,1636.33,5649
75838,S7 Airlines,1,LED,RU,4,0,7,3,101,6660.21,16649
75850,S7 Airlines,1,LED,RU,4,0,7,4,88,2484.49,5519
75852,Azimut,1,LED,RU,4,0,7,0,84,1514.2,3460
75853,KLM,1,LED,ES,4,0,7,2,86,2831.6,16241
75863,S7 Airlines,1,LED,RU,4,0,7,2,86,5049.92,17771
75870,S7 Airlines,1,LED,RU,4,0,7,6,90,5893.67,27997
75878,Wizz Air,2,LED,GR,4,0,7,0,91,2552.34,32522
75879,S7 Airlines,1,LED,RU,4,0,7,1,99,4832.22,14957
75885,Turkish Airlines,2,LED,TR,4,0,7,2,86,2420.35,21422
75890,Azimut,1,LED,RU,4,0,7,6,104,1941.65,7276
75904,Pobeda,0,LED,RU,4,0,7,2,86,2030.82,6849
75905,Pobeda,0,LED,RU,4,0,7,6,111,1482.37,5048
75908,Pobeda,1,LED,RU,4,0,7,0,98,2112.14,8721
75910,Uzbekistan Airways,2,LED,IN,4,0,7,1,92,6066.03,39790
75911,Uzbekistan Airways,1,LED,UZ,4,0,7,3,87,3574.18,8135
75914,Uzbekistan Airways,1,LED,UZ,4,0,7,4,81,3571.03,11220
75923,Turkish Airlines,2,LED,US,4,0,7,2,86,8031.89,66663
75926,KLM,2,LED,GR,4,0,7,4,95,2566.96,46770
75930,Aeroflot,1,LED,KZ,4,0,7,2,100,1993.25,16383
75933,Pegasus Airlines,2,LED,GR,4,0,7,0,91,2484.45,17184
75934,KLM,1,LED,ES,4,0,7,0,105,3235.43,14125
75938,Pobeda,1,LED,RU,4,0,7,1,99,1793.99,10716
75941,Azimut,0,LED,RU,4,0,7,5,103,1763.83,2680
75946,Uzbekistan Airways,1,LED,UZ,4,0,7,3,87,3365.16,8135
75948,Azimut,2,LED,TR,4,0,7,5,96,2558.62,17377
75949,Pobeda,0,LED,RU,4,0,7,3,108,1795.99,9098
75950,Azimut,1,LED,RU,4,0,7,0,105,1527.53,3770
75952,KLM,1,LED,DE,4,0,7,4,88,1682.81,18942
75956,Pobeda,0,LED,RU,4,0,7,4,109,1090.69,4449
75957,KLM,1,LED,IT,4,0,7,3,101,2203.67,21450
75960,S7 Airlines,2,LED,RU,4,0,7,3,108,6198.57,16098
75961,Turkish Airlines,2,LED,US,4,0,7,3,87,7808.82,117037
75966,Aeroflot,1,LED,RU,4,0,7,0,84,6644.23,20379
75967,Uzbekistan Airways,0,LED,UZ,4,0,7,3,108,3622.47,9723
75969,S7 Airlines,1,LED,RU,4,0,8,2,121,3649.14,13490
75975,S7 Airlines,1,LED,RU,4,0,8,0,140,1907.22,5725
75985,Turkish Airlines,2,LED,RU,4,0,8,2,135,1510.69,56698
75990,Uzbekistan Airways,1,LED,IN,4,0,8,1,127,4931.49,24049
75993,Aeroflot,0,LED,RU,4,0,8,3,122,1908.01,6166
75995,Azimut,0,LED,RU,4,0,8,2,114,777.24,2380
75997,Turkish Airlines,1,LED,TR,4,0,8,3,115,2201.82,23429
76004,Pegasus Airlines,1,LED,TR,4,0,8,4,137,2628.94,20821
76009,S7 Airlines,1,LED,RU,4,0,8,1,141,3546.2,9541
76011,Turkish Airlines,3,LED,TR,4,0,8,1,141,2573.4,28100
76014,Azimut,1,LED,RU,4,0,8,1,134,1942.61,4460
76015,Turkish Airlines,2,LED,US,4,0,8,4,116,8516.81,114576
76018,Aeroflot,0,LED,RU,4,0,8,1,127,889.58,3934
76022,Nordwind Airlines,0,LED,DE,4,0,8,2,114,1838.93,6328
76025,Azimut,0,LED,RU,4,0,8,3,136,697.19,2180
76027,KLM,3,LED,DE,4,0,8,4,116,1688.54,26120
76029,Turkish Airlines,1,LED,KZ,4,0,8,0,112,3152.33,22999
76031,Aeroflot,1,LED,RU,4,0,8,0,112,5737.05,17039
76037,KLM,2,LED,ES,4,0,8,1,113,2744.68,19700
76038,Uzbekistan Airways,1,LED,UZ,4,0,8,3,122,3512.29,8135
76053,Nordwind Airlines,0,LED,DE,4,0,8,2,142,1754.98,10873
76054,Turkish Airlines,2,LED,IT,4,0,8,5,117,2703.39,43096
76064,Turkish Airlines,1,LED,IT,4,0,8,6,125,2719.71,14850
76066,Uzbekistan Airways,1,LED,UZ,4,0,8,2,128,3256.68,8823
76067,Azimut,0,LED,RU,4,0,8,1,120,1754.46,3980
76074,Uzbekistan Airways,2,LED,KZ,4,0,8,1,113,2263.35,18120
76075,Uzbekistan Airways,2,LED,KZ,4,0,8,3,115,2721.78,14567
76076,Uzbekistan Airways,1,LED,UZ,4,0,8,3,129,3386.3,8823
76078,Aeroflot,1,LED,RU,4,0,8,3,115,5688.26,14185
76082,Pobeda,1,LED,RU,4,0,8,3,122,3132.3,8223
76083,Turkish Airlines,2,LED,IT,4,0,8,0,140,2129.66,16986
76089,Turkish Airlines,1,LED,IT,4,0,8,0,112,1994.84,12810
76090,Aeroflot,1,LED,KZ,4,0,8,5,124,2141.63,19555
76093,S7 Airlines,2,LED,RU,4,0,8,3,136,6528.78,17049
76095,Nordwind Airlines,0,LED,RU,4,0,8,2,121,1104.71,4720
76100,Nordwind Airlines,0,LED,RU,4,0,8,1,134,2001.44,8855
76102,Turkish Airlines,2,LED,US,4,0,8,0,119,7826.32,66712
76104,Aeroflot,1,LED,KZ,4,0,8,3,115,2918.99,26199
76106,Aeroflot,0,LED,RU,4,0,8,5,117,2116.64,5970
76112,Pobeda,0,LED,RU,4,0,8,6,125,2093.35,10198
76113,KLM,1,LED,ES,4,0,8,0,133,3118.56,15850
76114,Pobeda,0,LED,RU,4,0,8,2,128,806.2,3949
76115,Uzbekistan Airways,1,LED,UZ,4,0,8,3,129,3254.88,7054
76117,S7 Airlines,2,LED,RU,4,0,8,1,134,4328.02,28020
76119,Azimut,1,LED,TR,4,0,8,5,138,2107.41,10525
76123,KLM,3,LED,GR,4,0,8,0,112,2215.02,19699
76125,Turkish Airlines,3,LED,GR,4,0,8,2,114,2757.44,25519
76129,Uzbekistan Airways,1,LED,UZ,4,0,8,0,126,3405.71,8823
76133,Aeroflot,0,LED,RU,4,0,8,4,116,2031.59,6270
76134,Pobeda,0,LED,RU,4,0,8,3,115,1078.54,4449
76142,KLM,1,LED,DE,4,0,8,0,112,1751.53,16340
76143,Nordwind Airlines,0,LED,DE,4,0,8,3,122,1331.25,3200
76144,Uzbekistan Airways,1,LED,UZ,4,0,8,4,116,2773.06,10061
76147,Turkish Airlines,2,LED,US,4,0,8,0,119,9163.79,77840
76148,KLM,2,LED,GR,4,0,8,2,142,2618.63,25120
76150,Turkish Airlines,3,LED,GR,4,0,8,0,112,2523.66,25030
76152,KLM,1,LED,DE,4,0,8,2,114,1413.26,18090
76153,S7 Airlines,1,LED,RU,4,0,8,4,116,2787.83,17135
76155,Nordwind Airlines,0,LED,RU,4,0,8,6,125,1878.35,7063
76157,KLM,1,LED,IT,4,0,8,0,126,2286.89,16470
76165,Uzbekistan Airways,3,LED,IN,4,0,8,1,120,6464.49,37326
76172,Uzbekistan Airways,3,LED,KZ,4,0,8,0,112,2879.28,32873
76173,Pobeda,0,LED,RU,4,0,8,1,127,1055.34,4349
76179,Uzbekistan Airways,1,LED,UZ,4,0,8,0,140,2902.36,7054
76180,Nordwind Airlines,0,LED,RU,4,0,8,0,140,3414.11,9433
76181,Turkish Airlines,1,LED,TR,4,0,8,1,113,2527.13,23355
76185,Nordwind Airlines,0,LED,DE,4,0,8,1,113,1749.74,3158
76186,Pobeda,0,LED,RU,4,0,8,2,114,1372.48,5048
76188,Nordwind Airlines,1,LED,KZ,4,0,8,2,142,3607.24,8456
76189,Pegasus Airlines,1,LED,TR,4,0,8,4,137,2581.06,21276
76197,Aeroflot,1,LED,RU,4,0,8,0,140,6660.21,18219
76198,Uzbekistan Airways,2,LED,IN,4,0,8,3,122,5524.05,50354
76209,KLM,1,LED,IT,4,0,8,2,114,2240.64,14680
76210,Aeroflot,0,LED,RU,4,0,8,3,115,2484.49,8650
76211,Azimut,1,LED,RU,4,0,8,4,116,1514.2,3460
76212,KLM,1,LED,ES,4,0,8,1,113,2831.6,15855
76224,S7 Airlines,1,LED,RU,4,0,8,2,114,5049.92,17771
76228,S7 Airlines,1,LED,RU,4,0,8,6,132,5893.67,30274
76236,KLM,3,LED,IT,4,0,8,0,112,2305.49,18243
76238,S7 Airlines,1,LED,RU,4,0,8,3,129,4832.22,14957
76251,S7 Airlines,1,LED,RU,4,0,8,3,129,4174.92,19913
76258,Pobeda,0,LED,RU,4,0,8,5,124,2030.82,6848
76259,Pobeda,0,LED,RU,4,0,8,1,113,1482.37,5048
76263,Nordwind Airlines,0,LED,RU,4,0,8,1,120,2112.14,8431
76265,Uzbekistan Airways,3,LED,IN,4,0,8,5,124,6066.03,35562
76266,Uzbekistan Airways,1,LED,UZ,4,0,8,0,140,3574.18,8135
76269,Uzbekistan Airways,1,LED,UZ,4,0,8,3,129,3571.03,10397
76271,KLM,1,LED,IT,4,0,8,0,133,2386.76,16982
76274,S7 Airlines,1,LED,RU,4,0,8,3,136,1781.34,6319
76279,Aeroflot,1,LED,KZ,4,0,8,1,120,1993.25,20032
76281,Aeroflot,1,LED,RU,4,0,8,1,141,3457.3,11709
76282,Pegasus Airlines,2,LED,GR,4,0,8,0,119,2484.45,17014
76283,KLM,1,LED,ES,4,0,8,3,115,3235.43,13101
76289,Azimut,0,LED,RU,4,0,8,1,141,1763.83,3980
76292,Uzbekistan Airways,1,LED,UZ,4,0,8,2,142,3365.16,8084
76294,Turkish Airlines,0,LED,TR,4,0,8,0,140,2558.62,19547
76295,Pobeda,0,LED,RU,4,0,8,1,127,1795.99,9098
76296,Azimut,1,LED,RU,4,0,8,4,116,1527.53,3660
76300,Pobeda,0,LED,RU,4,0,8,3,136,1090.69,3848
76301,KLM,2,LED,IT,4,0,8,0,112,2203.67,26084
76303,S7 Airlines,2,LED,RU,4,0,8,0,126,6198.57,16098
76306,Turkish Airlines,3,LED,IN,4,0,8,0,112,6904.08,62620
76310,Aeroflot,1,LED,RU,4,0,8,3,122,6644.23,19068
76311,Uzbekistan Airways,0,LED,UZ,4,0,8,3,115,3622.47,9723
76312,S7 Airlines,1,LED,RU,4,0,9,3,150,3649.14,13350
76317,Azimut,1,LED,RU,4,0,9,3,157,1907.22,4660
76327,Uzbekistan Airways,1,LED,IN,4,0,9,3,143,4931.49,24287
76329,Pobeda,0,LED,RU,4,0,9,5,166,1908.01,4549
76331,Turkish Airlines,2,LED,US,4,0,9,3,157,9296.07,58782
76332,Azimut,0,LED,RU,4,0,9,2,156,777.24,2380
76337,Pegasus Airlines,1,LED,TR,4,0,9,6,160,2628.94,18335
76339,Pobeda,1,LED,RU,4,0,9,0,168,3546.2,9040
76340,Pegasus Airlines,2,LED,TR,4,0,9,3,143,2573.4,19450
76341,KLM,1,LED,IT,4,0,9,4,172,2061.77,13230
76343,Azimut,1,LED,RU,4,0,9,1,148,1942.61,3260
76346,Aeroflot,0,LED,RU,4,0,9,6,160,889.58,3934
76349,Azimut,0,LED,RU,4,0,9,6,160,697.19,1780
76352,Aeroflot,1,LED,RU,4,0,9,3,143,5737.05,18570
76358,KLM,2,LED,ES,4,0,9,1,169,2744.68,20090
76359,Uzbekistan Airways,1,LED,UZ,4,0,9,6,167,3512.29,8417
76366,Uzbekistan Airways,2,LED,IN,4,0,9,3,143,5649.36,36440
76368,KLM,1,LED,ES,4,0,9,1,155,3178.66,16280
76372,Nordwind Airlines,0,LED,DE,4,0,9,6,146,1754.98,3275
76373,KLM,2,LED,IT,4,0,9,4,144,2703.39,21981
76376,Turkish Airlines,2,LED,US,4,0,9,4,158,8906.96,74049
76383,Turkish Airlines,2,LED,IT,4,0,9,6,146,2719.71,16251
76384,Azimut,0,LED,RU,4,0,9,1,155,1754.46,2780
76389,Uzbekistan Airways,1,LED,UZ,4,0,9,0,154,3386.3,8417
76390,Aeroflot,1,LED,RU,4,0,9,4,144,5688.26,14185
76392,Nordwind Airlines,0,LED,RU,4,0,9,5,159,3132.3,7064
76397,Turkish Airlines,1,LED,IT,4,0,9,0,168,1994.84,12894
76398,Aeroflot,1,LED,KZ,4,0,9,1,162,2141.63,18075
76400,S7 Airlines,2,LED,RU,4,0,9,2,149,6528.78,17210
76406,Nordwind Airlines,0,LED,RU,4,0,9,5,159,2001.44,8775
76410,Pobeda,1,LED,RU,4,0,9,6,153,294.23,6193
76411,Aeroflot,0,LED,RU,4,0,9,4,151,2116.64,5980
76419,Pobeda,0,LED,RU,4,0,9,4,172,2093.35,6849
76423,Uzbekistan Airways,1,LED,UZ,4,0,9,1,148,3254.88,7746
76426,Azimut,1,LED,TR,4,0,9,1,162,2107.41,8350
76427,KLM,1,LED,IT,4,0,9,5,166,2220.92,16600
76429,KLM,3,LED,GR,4,0,9,1,169,2215.02,17198
76433,KLM,1,LED,ES,4,0,9,3,150,3572.44,18310
76434,Aeroflot,2,LED,RU,4,0,9,3,143,7064.96,25100
76437,Uzbekistan Airways,1,LED,UZ,4,0,9,1,148,3405.71,15169
76441,Nordwind Airlines,0,LED,RU,4,0,9,3,157,2583.41,5395
76442,Aeroflot,0,LED,RU,4,0,9,0,147,2031.59,6270
76443,Pobeda,0,LED,RU,4,0,9,4,158,1078.54,3249
76445,Pobeda,0,LED,RU,4,0,9,2,163,1797.29,3849
76450,Nordwind Airlines,0,LED,DE,4,0,9,3,150,1331.25,3035
76453,Turkish Airlines,2,LED,US,4,0,9,4,158,9163.79,74482
76454,KLM,3,LED,GR,4,0,9,1,148,2618.63,21581
76455,Nordwind Airlines,1,LED,RU,4,0,9,5,159,4615.62,13810
76456,KLM,1,LED,DE,4,0,9,0,154,1413.26,16350
76457,S7 Airlines,1,LED,RU,4,0,9,4,151,2787.83,17135
76459,Nordwind Airlines,0,LED,RU,4,0,9,6,167,1878.35,6283
76460,Turkish Airlines,1,LED,TR,4,0,9,3,157,2311.4,30026
76464,Turkish Airlines,2,LED,US,4,0,9,4,172,8303.6,65588
76469,Pobeda,0,LED,RU,4,0,9,3,157,1055.34,4349
76471,Aeroflot,1,LED,RU,4,0,9,2,163,3863.76,19193
76475,Uzbekistan Airways,1,LED,UZ,4,0,9,0,168,2902.36,7624
76476,Nordwind Airlines,0,LED,RU,4,0,9,4,144,3414.11,7533
76477,Pegasus Airlines,1,LED,TR,4,0,9,6,153,2527.13,17723
76479,Pobeda,0,LED,RU,4,0,9,5,159,1372.48,3849
76482,Pegasus Airlines,1,LED,TR,4,0,9,6,146,2581.06,18490
76488,S7 Airlines,1,LED,RU,4,0,9,3,164,6660.21,16649
76494,Aeroflot,0,LED,RU,4,0,9,3,150,2484.49,8650
76495,Azimut,1,LED,RU,4,0,9,4,172,1514.2,3460
76496,KLM,1,LED,ES,4,0,9,1,169,2831.6,17230
76502,Pobeda,0,LED,RU,4,0,9,1,162,1217.45,3549
76517,S7 Airlines,1,LED,RU,4,0,9,2,149,4832.22,14957
76520,Nordwind Airlines,0,LED,RU,4,0,9,3,157,3241.64,5973
76522,Turkish Airlines,1,LED,TR,4,0,9,3,157,2420.35,30026
76526,Azimut,1,LED,RU,4,0,9,4,172,1941.65,4760
76527,Uzbekistan Airways,2,LED,IN,4,0,9,3,157,5931.73,60794
76535,Pobeda,0,LED,RU,4,0,9,6,160,2030.82,4649
76536,Pobeda,0,LED,RU,4,0,9,3,143,1482.37,5048
76540,Nordwind Airlines,0,LED,RU,4,0,9,1,162,2112.14,6351
76542,Uzbekistan Airways,3,LED,IN,4,0,9,3,164,6066.03,35911
76543,Uzbekistan Airways,1,LED,UZ,4,0,9,0,154,3574.18,8417
76546,Uzbekistan Airways,1,LED,UZ,4,0,9,3,171,3571.03,10679
76555,Aeroflot,1,LED,KZ,4,0,9,4,151,1993.25,18294
76556,Aeroflot,1,LED,RU,4,0,9,6,167,3457.3,11709
76558,KLM,1,LED,ES,4,0,9,3,143,3235.43,13840
76560,Pobeda,0,LED,RU,4,0,9,5,159,3093.58,5649
76562,Nordwind Airlines,1,LED,RU,4,0,9,3,150,1793.99,5217
76564,Azimut,0,LED,RU,4,0,9,1,155,1763.83,2680
76566,Uzbekistan Airways,1,LED,UZ,4,0,9,3,171,3365.16,7624
76568,Pobeda,0,LED,RU,4,0,9,4,158,1795.99,5748
76569,Azimut,1,LED,RU,4,0,9,4,158,1527.53,3660
76571,Pobeda,0,LED,RU,4,0,9,5,159,1090.69,3849
76572,KLM,1,LED,IT,4,0,9,4,172,2203.67,19980
76574,Nordwind Airlines,1,LED,RU,4,0,9,5,145,6198.57,15190
76580,S7 Airlines,1,LED,RU,4,0,9,4,172,2370.87,8345
76581,S7 Airlines,1,LED,RU,4,0,9,0,161,6644.23,16641
76582,Uzbekistan Airways,0,LED,UZ,4,0,9,3,143,3622.47,9688
76584,S7 Airlines,1,LED,RU,4,0,10,1,197,3649.14,13350
76589,Azimut,1,LED,RU,4,0,10,3,185,1907.22,4660
76593,Aeroflot,1,LED,RU,4,0,10,0,203,2098.42,9378
76595,Uzbekistan Airways,2,LED,IN,4,0,10,5,180,4931.49,22125
76596,Pobeda,0,LED,RU,4,0,10,5,173,1908.01,4549
76598,Azimut,0,LED,RU,4,0,10,4,200,777.24,1980
76602,Pegasus Airlines,1,LED,TR,4,0,10,4,186,2628.94,18335
76603,Pobeda,1,LED,RU,4,0,10,1,183,3546.2,8298
76604,Azimut,1,LED,RU,4,0,10,1,176,1942.61,3160
76607,Nordwind Airlines,0,LED,RU,4,0,10,3,185,889.58,3681
76608,S7 Airlines,1,LED,RU,4,0,10,5,173,2202.88,8301
76611,Azimut,0,LED,RU,4,0,10,6,174,697.19,1780
76617,KLM,2,LED,ES,4,0,10,5,173,2744.68,68320
76618,Uzbekistan Airways,1,LED,UZ,4,0,10,3,199,3512.29,10763
76620,Pobeda,1,LED,RU,4,0,10,0,189,3263.71,7944
76621,Pobeda,0,LED,RU,4,0,10,5,173,2233.71,3418
76625,Nordwind Airlines,0,LED,DE,4,0,10,2,184,1754.98,2993
76631,Turkish Airlines,1,LED,IT,4,0,10,3,178,2719.71,12894
76632,Azimut,0,LED,RU,4,0,10,4,193,1754.46,2780
76636,Uzbekistan Airways,1,LED,UZ,4,0,10,6,181,3386.3,8154
76639,Nordwind Airlines,0,LED,RU,4,0,10,5,180,3132.3,7064
76640,Turkish Airlines,2,LED,IT,4,0,10,4,193,2129.66,17394
76646,S7 Airlines,2,LED,RU,4,0,10,5,173,6528.78,17210
76647,Nordwind Airlines,0,LED,RU,4,0,10,5,173,1104.71,4640
76651,Nordwind Airlines,1,LED,RU,4,0,10,2,177,2001.44,5083
76653,Pobeda,1,LED,RU,4,0,10,3,178,294.23,6298
76654,Aeroflot,0,LED,RU,4,0,10,0,196,2116.64,5980
76658,Pobeda,0,LED,RU,4,0,10,4,200,2093.35,6849
76660,Pegasus Airlines,1,LED,TR,4,0,10,6,181,2377.74,18310
76661,Uzbekistan Airways,1,LED,UZ,4,0,10,5,180,3254.88,7746
76663,Azimut,1,LED,TR,4,0,10,5,180,2107.41,8350
76669,Pegasus Airlines,2,LED,KZ,4,0,10,4,179,3293.5,29064
76670,Uzbekistan Airways,1,LED,UZ,4,0,10,6,174,3405.71,10783
76672,Nordwind Airlines,0,LED,RU,4,0,10,5,180,2583.41,5395
76673,Aeroflot,0,LED,RU,4,0,10,4,200,2031.59,6270
76674,Pobeda,0,LED,RU,4,0,10,6,174,1078.54,3249
