,airline,number_of_changes,origin_city_code,destination_country_code,search_month,search_weekday,depart_month,depart_weekday,diff_days,distance,price
74296,Nordwind Airlines,0,LED,RU,4,0,4,4,4,889.58,3121
74298,S7 Airlines,1,LED,RU,4,0,4,5,19,2202.88,8301
74300,Aeroflot,2,LED,DE,4,0,4,0,14,1838.93,23437
74302,Azimut,0,LED,RU,4,0,4,2,2,697.19,2980
74305,Turkish Airlines,1,LED,KZ,4,0,4,0,7,3152.33,35297
74307,Pegasus Airlines,3,LED,ES,4,0,4,2,9,4811.43,33380
74309,S7 Airlines,1,LED,RU,4,0,4,5,19,5737.05,16729
74315,Uzbekistan Airways,1,LED,UZ,4,0,4,5,5,3512.29,10775
74317,Nordwind Airlines,0,LED,RU,4,0,4,1,15,3263.71,7130
74321,Pobeda,0,LED,RU,4,0,4,3,3,2233.71,3599
74324,Wizz Air,3,LED,IN,4,0,4,3,3,5649.36,35158
74326,Aeroflot,2,LED,ES,4,0,4,6,13,3178.66,29272
74328,Aeroflot,0,LED,RU,4,0,4,2,16,1732.29,7158
74330,Aeroflot,2,LED,DE,4,0,4,0,14,1754.98,26435
74331,Pegasus Airlines,3,LED,IT,4,0,4,1,8,2703.39,32301
74339,Aeroflot,2,LED,TR,4,0,4,2,9,2460.02,17590
74341,Turkish Airlines,2,LED,IT,4,0,4,1,15,2719.71,30115
74342,Uzbekistan Airways,1,LED,UZ,4,0,4,1,15,3256.68,8281
74343,Aeroflot,0,LED,RU,4,0,4,1,8,1754.46,5990
74344,Aeroflot,2,LED,KZ,4,0,4,2,2,2755.07,21558
74346,Pegasus Airlines,4,LED,IT,4,0,4,2,9,2535.2,35112
74348,Aeroflot,2,LED,TR,4,0,4,5,12,2544.6,20913
74361,Aeroflot,1,LED,KZ,4,0,4,6,13,2263.35,17570
74364,Uzbekistan Airways,1,LED,UZ,4,0,4,0,14,3386.3,8491
74372,Pobeda,1,LED,RU,4,0,4,2,9,3132.3,7578
74373,Aeroflot,2,LED,TR,4,0,4,3,10,2385.62,19831
74374,Pobeda,2,LED,IN,4,0,4,1,8,6603.33,45356
74375,Turkish Airlines,2,LED,IT,4,0,4,4,11,2129.66,30534
74376,Aeroflot,2,LED,DE,4,0,4,0,14,1512.23,22730
74381,Aeroflot,3,LED,IT,4,0,4,0,14,1994.84,28519
74382,Aeroflot,1,LED,KZ,4,0,4,1,8,2141.63,15318
74387,Pegasus Airlines,3,LED,GR,4,0,4,5,12,2746.05,34709
74388,S7 Airlines,2,LED,RU,4,0,4,2,16,6528.78,17076
74389,Pobeda,1,LED,RU,4,0,4,0,14,4009.75,15411
74390,Nordwind Airlines,0,LED,RU,4,0,4,2,2,1104.71,5465
74393,Turkish Airlines,1,LED,US,4,0,4,0,14,9196.21,59412
74395,Pegasus Airlines,3,LED,ES,4,0,4,2,9,3091.71,31940
74396,Uzbekistan Airways,2,LED,IN,4,0,4,2,2,4716.25,59392
74397,S7 Airlines,3,LED,RU,4,0,4,0,14,6105.3,21632
74398,Nordwind Airlines,1,LED,RU,4,0,4,4,4,2001.44,5978
74400,Aeroflot,2,LED,RU,4,0,4,1,8,1266.1,14159
74403,Pobeda,2,LED,RU,4,0,4,0,0,4217.88,17937
74404,Aeroflot,1,LED,KZ,4,0,4,0,14,2918.99,17041
74407,Pobeda,1,LED,RU,4,0,4,2,9,294.23,5198
74408,Aeroflot,0,LED,RU,4,0,4,5,12,2116.64,5499
74413,Pegasus Airlines,3,LED,GR,4,0,4,6,13,2371.28,32973
74415,Pobeda,0,LED,RU,4,0,4,1,1,2093.35,6849
74417,Pegasus Airlines,3,LED,ES,4,0,4,4,18,3118.56,32079
74418,Pobeda,0,LED,RU,4,0,4,2,2,806.2,3949
74419,Aeroflot,2,LED,TR,4,0,4,0,14,2377.74,17244
74420,Uzbekistan Airways,1,LED,UZ,4,0,4,3,3,3254.88,8081
74421,Aeroflot,3,LED,IT,4,0,4,1,15,2128.07,23980
74422,Aeroflot,3,LED,IT,4,0,4,3,3,2503.37,30015
74423,Aeroflot,0,LED,RU,4,0,4,3,17,4422.62,7917
74426,Aeroflot,1,LED,TR,4,0,4,0,14,2107.41,12392
74427,Pegasus Airlines,4,LED,IT,4,0,4,6,13,2220.92,32484
74428,Aeroflot,3,LED,GR,4,0,4,3,10,2215.02,25310
74430,Aeroflot,3,LED,GR,4,0,4,3,10,2757.44,29796
74432,Pegasus Airlines,3,LED,ES,4,0,4,5,12,3572.44,31782
74433,Aeroflot,2,LED,RU,4,0,4,1,1,7064.96,24965
74435,Nordwind Airlines,2,LED,KZ,4,0,4,0,14,3293.5,18475
74436,Uzbekistan Airways,1,LED,UZ,4,0,4,6,6,3405.71,9159
74440,Aeroflot,0,LED,RU,4,0,4,4,4,2583.41,6968
74441,Aeroflot,0,LED,RU,4,0,4,6,6,2031.59,5782
74442,Pobeda,0,LED,RU,4,0,4,4,11,1078.54,3849
74445,Pobeda,0,LED,RU,4,0,4,2,9,1797.29,5049
74450,Turkish Airlines,2,LED,TR,4,0,4,2,2,2652.42,23891
74451,Aeroflot,2,LED,DE,4,0,4,0,14,1751.53,22609
74452,Aeroflot,2,LED,DE,4,0,4,0,14,1331.25,25099
74455,Uzbekistan Airways,1,LED,UZ,4,0,4,0,14,2773.06,9159
74463,Aeroflot,3,LED,GR,4,0,4,5,12,2618.63,30760
74466,Aeroflot,3,LED,GR,4,0,4,0,7,2523.66,27981
74469,Aeroflot,2,LED,DE,4,0,4,0,14,1413.26,21579
74475,Pobeda,2,LED,RU,4,0,4,2,2,4219.73,16668
74476,Aeroflot,2,LED,IT,4,0,4,0,14,2286.89,31348
74477,Turkish Airlines,1,LED,TR,4,0,4,6,13,2311.4,41974
74480,Turkish Airlines,1,LED,DE,4,0,4,3,3,1894.13,50701
74481,Pobeda,1,LED,RU,4,0,4,0,14,259.4,4378
74482,Uzbekistan Airways,4,LED,IN,4,0,4,6,6,6287.15,58067
74493,S7 Airlines,2,LED,RU,4,0,4,3,3,2550.39,34914
74496,Turkish Airlines,2,LED,US,4,0,4,1,1,9161.81,42851
74501,Aeroflot,1,LED,RU,4,0,4,2,9,1055.34,8060
74503,Aeroflot,2,LED,RU,4,0,4,6,6,6057.94,26062
74504,Pobeda,2,LED,RU,4,0,4,2,16,3863.76,18319
74505,Aeroflot,0,LED,RU,4,0,4,0,7,869.19,5650
74509,Uzbekistan Airways,1,LED,UZ,4,0,4,1,15,2902.36,9159
74510,Turkish Airlines,1,LED,TR,4,0,4,3,3,2015.39,53341
74511,Nordwind Airlines,0,LED,RU,4,0,4,6,6,3414.11,6318
74512,Pobeda,2,LED,RU,4,0,4,1,1,4170.21,21041
74513,Aeroflot,2,LED,TR,4,0,4,0,14,2527.13,16244
74515,Turkish Airlines,3,LED,ES,4,0,4,0,14,3033.33,60595
74519,Aeroflot,2,LED,RU,4,0,4,0,7,5164.82,18378
74520,Pegasus Airlines,3,LED,GR,4,0,4,4,11,2520.28,32722
74521,Aeroflot,2,LED,TR,4,0,4,5,5,2443.41,25940
74522,Aeroflot,2,LED,DE,4,0,4,0,14,1749.74,21251
74523,Aeroflot,3,LED,DE,4,0,4,1,8,1468.15,42209
74524,Pobeda,0,LED,RU,4,0,4,0,0,1372.48,3299
74528,Aeroflot,2,LED,TR,4,0,4,0,14,2581.06,17513
74531,Aeroflot,0,LED,RU,4,0,4,2,9,1636.33,4879
74537,S7 Airlines,2,LED,RU,4,0,4,1,8,6660.21,16431
74541,Aeroflot,1,LED,RU,4,0,4,3,17,3490.76,29165
74542,Pegasus Airlines,4,LED,ES,4,0,4,0,7,2893.9,41755
74545,Aeroflot,3,LED,DE,4,0,4,2,2,1516.76,36804
74548,Aeroflot,1,LED,RU,4,0,4,5,5,2093.92,7906
74556,Pegasus Airlines,3,LED,IT,4,0,4,4,18,2240.64,31390
74557,Aeroflot,0,LED,RU,4,0,4,3,17,2484.49,5481
74558,Azimut,1,LED,RU,4,0,4,5,12,1514.2,6181
74560,Aeroflot,3,LED,ES,4,0,4,0,14,2831.6,28533
74564,Pobeda,0,LED,RU,4,0,4,1,1,1217.45,2699
74567,Uzbekistan Airways,3,LED,IN,4,0,4,0,14,4517.45,46279
74569,Pegasus Airlines,1,LED,DE,4,0,4,3,3,1761.83,14519
74572,Aeroflot,3,LED,IT,4,0,4,3,17,2142.43,37444
74579,Pegasus Airlines,3,LED,DE,4,0,4,2,9,1421.26,31145
74585,Turkish Airlines,2,LED,IT,4,0,4,2,16,2305.49,56181
74589,Nordwind Airlines,0,LED,RU,4,0,4,1,1,3241.64,8288
74591,Turkish Airlines,2,LED,TR,4,0,4,1,15,2420.35,23892
74594,Pegasus Airlines,3,LED,ES,4,0,4,5,12,2966.95,31677
74596,Pobeda,1,LED,RU,4,0,4,1,1,1941.65,7959
74602,Pegasus Airlines,3,LED,ES,4,0,4,0,14,4936.56,32998
74604,Pobeda,1,LED,RU,4,0,4,0,0,4174.92,16948
74605,Pegasus Airlines,3,LED,IT,4,0,4,1,15,2245.28,32407
74611,Pobeda,0,LED,RU,4,0,4,1,1,2030.82,4649
74612,Pobeda,0,LED,RU,4,0,4,2,2,1482.37,3299
74613,Pobeda,2,LED,IN,4,0,4,3,10,6096.6,43913
74617,Nordwind Airlines,0,LED,RU,4,0,4,1,8,2112.14,5151
74619,Uzbekistan Airways,1,LED,UZ,4,0,4,4,11,3574.18,8278
74621,Turkish Airlines,2,LED,ES,4,0,4,3,3,3571.46,64783
74626,Turkish Airlines,2,LED,IT,4,0,4,3,3,2627.88,60328
74627,Aeroflot,3,LED,IT,4,0,4,5,12,2386.76,28150
74630,Aeroflot,1,LED,RU,4,0,4,3,3,1781.34,7764
74636,Pegasus Airlines,3,LED,IT,4,0,4,2,16,1919.8,32468
74639,Aeroflot,1,LED,KZ,4,0,4,0,14,1993.25,17755
74640,Aeroflot,1,LED,RU,4,0,4,2,9,3457.3,11709
74641,Aeroflot,2,LED,GR,4,0,4,3,10,2484.45,22897
74642,Pegasus Airlines,3,LED,ES,4,0,4,0,14,3235.43,32722
74644,Pobeda,0,LED,RU,4,0,4,1,1,3093.58,5149
74645,Nordwind Airlines,0,LED,RU,4,0,4,3,3,1793.99,4224
74647,Azimut,1,LED,RU,4,0,4,2,16,1763.83,6890
74650,Uzbekistan Airways,4,LED,IN,4,0,4,3,3,6590.41,57223
74651,Pegasus Airlines,4,LED,IT,4,0,4,0,14,2734.76,32666
74652,Pobeda,3,LED,IN,4,0,4,3,10,6086.24,49139
74654,Wizz Air,3,LED,IN,4,0,4,3,3,6710.01,37855
74656,Aeroflot,2,LED,TR,4,0,4,0,14,2558.62,17441
74657,Pobeda,0,LED,RU,4,0,4,0,0,1795.99,4449
74659,Aeroflot,1,LED,RU,4,0,4,3,17,4500.01,23679
74660,Pobeda,0,LED,RU,4,0,4,2,2,1527.53,4749
74665,Pegasus Airlines,1,LED,DE,4,0,4,4,4,1682.81,15216
74668,Pobeda,0,LED,RU,4,0,4,1,1,1090.69,3349
74670,Pegasus Airlines,4,LED,IT,4,0,4,1,15,2203.67,37419
74673,Pobeda,1,LED,RU,4,0,4,5,19,1893.9,9962
74674,S7 Airlines,2,LED,RU,4,0,4,2,9,6198.57,15970
74680,S7 Airlines,1,LED,RU,4,0,4,1,15,2370.87,6341
74682,S7 Airlines,1,LED,RU,4,0,4,0,14,6644.23,16641
74683,Azimut,1,LED,UZ,4,0,4,6,6,3622.47,17040
74687,Aeroflot,2,LED,TR,4,0,5,1,22,2117.55,22730
74688,Aeroflot,1,LED,RU,4,0,5,6,20,3649.14,11400
74690,Aeroflot,2,LED,TR,4,0,5,4,32,2603.73,18522
74697,Wizz Air,3,LED,GR,4,0,5,4,32,2636.87,20679
74698,Azimut,1,LED,RU,4,0,5,3,31,1907.22,5460
74706,Aeroflot,1,LED,RU,4,0,5,6,48,2098.42,6699
74711,Uzbekistan Airways,3,LED,IN,4,0,5,1,22,5749.08,48562
74714,Aeroflot,2,LED,RU,4,0,5,0,35,5257.67,74605
74716,Aeroflot,1,LED,RU,4,0,5,0,28,1510.69,7909
74722,Uzbekistan Airways,1,LED,IN,4,0,5,1,50,4931.49,28000
74730,Azimut,0,LED,RU,4,0,5,0,35,777.24,2380
74733,Aeroflot,2,LED,TR,4,0,5,4,39,2201.82,17728
74736,Nordwind Airlines,1,LED,RU,4,0,5,4,25,606.27,4033
74740,Aeroflot,2,LED,TR,4,0,5,1,22,2628.94,16970
74743,Aeroflot,1,LED,KZ,4,0,5,4,32,3405.87,19560
74745,Aeroflot,0,LED,RU,4,0,5,4,32,3546.2,7917
74748,Aeroflot,2,LED,TR,4,0,5,2,30,2573.4,18116
74750,Wizz Air,3,LED,IT,4,0,5,0,49,2061.77,15271
74752,Azimut,1,LED,RU,4,0,5,2,37,1942.61,4560
74757,Aeroflot,0,LED,RU,4,0,5,0,49,889.58,2400
74759,S7 Airlines,1,LED,RU,4,0,5,0,21,2202.88,8161
74761,Uzbekistan Airways,3,LED,IN,4,0,5,5,26,5031.52,35976
74762,Aeroflot,2,LED,DE,4,0,5,3,38,1838.93,24380
74765,Azimut,0,LED,RU,4,0,5,4,39,697.19,1980
74767,Wizz Air,2,LED,DE,4,0,5,2,23,1688.54,24835
74769,Turkish Airlines,1,LED,KZ,4,0,5,0,49,3152.33,42439
74772,S7 Airlines,2,LED,RU,4,0,5,2,30,5737.05,16610
74779,Uzbekistan Airways,1,LED,UZ,4,0,5,5,33,3512.29,8491
74781,Nordwind Airlines,0,LED,RU,4,0,5,1,36,3263.71,7130
74784,Azimut,1,LED,RU,4,0,5,1,36,2233.71,5640
74787,Wizz Air,3,LED,IN,4,0,5,2,37,5649.36,33686
74790,Aeroflot,0,LED,RU,4,0,5,6,27,1122.11,3600
74794,Wizz Air,2,LED,IT,4,0,5,4,32,2703.39,18819
74799,Turkish Airlines,2,LED,US,4,0,5,6,41,8506.58,29151
74801,Turkish Airlines,2,LED,TR,4,0,5,0,42,2626.78,23674
74804,Pegasus Airlines,3,LED,ES,4,0,5,2,23,3283.46,26583
74807,Wizz Air,3,LED,IT,4,0,5,6,48,2719.71,15663
74808,Azimut,3,LED,GR,4,0,5,1,22,2427.58,24331
74810,Uzbekistan Airways,1,LED,UZ,4,0,5,1,29,3256.68,14152
74811,Azimut,0,LED,RU,4,0,5,1,36,1754.46,3380
74813,Pegasus Airlines,2,LED,IT,4,0,5,1,36,2535.2,42036
74814,Aeroflot,2,LED,RU,4,0,5,4,46,4590.1,31920
74818,Nordwind Airlines,1,LED,KZ,4,0,5,3,38,1999.43,10723
74822,Aeroflot,1,LED,KZ,4,0,5,0,35,2263.35,15169
74823,Nordwind Airlines,2,LED,KZ,4,0,5,3,38,2721.78,13835
74826,Uzbekistan Airways,1,LED,UZ,4,0,5,2,37,3386.3,8182
74828,Aeroflot,1,LED,RU,4,0,5,4,39,5688.26,12255
74830,Aeroflot,1,LED,RU,4,0,5,4,32,3944.15,12151
74834,Aeroflot,1,LED,RU,4,0,5,6,34,3132.3,7502
74835,Aeroflot,2,LED,TR,4,0,5,3,45,2385.62,17846
74836,Uzbekistan Airways,3,LED,IN,4,0,5,6,34,6603.33,51451
74838,Pegasus Airlines,2,LED,DE,4,0,5,4,32,1512.23,23990
74844,Aeroflot,1,LED,KZ,4,0,5,5,40,2141.63,16277
74846,Aeroflot,1,LED,RU,4,0,5,3,38,1803.09,8540
74850,Aeroflot,1,LED,RU,4,0,5,3,38,6528.78,14242
74851,Aeroflot,1,LED,RU,4,0,5,6,41,4009.75,15160
74852,Azimut,1,LED,RU,4,0,5,4,39,1104.71,5220
74855,Turkish Airlines,2,LED,US,4,0,5,4,46,8833.27,47668
74858,Wizz Air,2,LED,ES,4,0,5,4,46,3091.71,21281
74859,Aeroflot,1,LED,RU,4,0,5,6,41,6105.3,14111
74860,Nordwind Airlines,1,LED,RU,4,0,5,6,41,2001.44,5261
74864,Turkish Airlines,2,LED,US,4,0,5,4,46,7826.32,69957
74865,Aeroflot,1,LED,KZ,4,0,5,2,37,2918.99,15169
74869,Pobeda,1,LED,RU,4,0,5,6,20,294.23,6036
74870,Aeroflot,0,LED,RU,4,0,5,2,30,2116.64,4200
74876,Aeroflot,3,LED,GR,4,0,5,0,28,2371.28,28238
74878,Nordwind Airlines,1,LED,RU,4,0,5,4,25,2093.35,9389
74880,Wizz Air,2,LED,ES,4,0,5,0,28,3118.56,20762
74882,Aeroflot,2,LED,TR,4,0,5,3,31,2377.74,18064
74883,Uzbekistan Airways,1,LED,UZ,4,0,5,3,45,3254.88,8491
74884,Azimut,3,LED,IT,4,0,5,0,21,2128.07,21500
74887,Aeroflot,2,LED,RU,4,0,5,3,31,4328.02,29451
74888,Aeroflot,2,LED,RU,4,0,5,5,40,1896.85,10252
74889,Aeroflot,1,LED,TR,4,0,5,2,30,2107.41,12369
74896,Wizz Air,2,LED,ES,4,0,5,0,28,3572.44,21830
74897,S7 Airlines,3,LED,RU,4,0,5,3,45,7064.96,23462
74899,Aeroflot,2,LED,KZ,4,0,5,1,43,3293.5,18052
74900,Uzbekistan Airways,1,LED,UZ,4,0,5,6,34,3405.71,8150
74905,Nordwind Airlines,0,LED,RU,4,0,5,1,36,2583.41,5015
74906,Aeroflot,0,LED,RU,4,0,5,3,31,2031.59,4200
74907,Pobeda,0,LED,RU,4,0,5,3,31,1078.54,4449
74910,Aeroflot,0,LED,RU,4,0,5,3,38,1797.29,4200
74917,Turkish Airlines,3,LED,TR,4,0,5,4,46,2652.42,28962
74920,Turkish Airlines,3,LED,IN,4,0,5,0,28,6651.31,53120
74923,Uzbekistan Airways,1,LED,UZ,4,0,5,4,46,2773.06,9961
74927,Pegasus Airlines,1,LED,TR,4,0,5,1,36,2335.3,35473
74932,Wizz Air,3,LED,GR,4,0,5,0,21,2523.66,25178
74938,Aeroflot,1,LED,RU,4,0,5,5,40,1878.35,5687
74940,Wizz Air,2,LED,IT,4,0,5,4,32,2286.89,19348
74949,Turkish Airlines,1,LED,DE,4,0,5,2,23,1276.52,40287
74960,S7 Airlines,1,LED,RU,4,0,5,4,39,1055.34,5767
74962,Aeroflot,1,LED,RU,4,0,5,6,41,3863.76,18635
74963,Turkish Airlines,2,LED,US,4,0,5,5,47,7527.1,52048
74965,Aeroflot,3,LED,TR,4,0,5,3,24,2188.21,57100
74968,Uzbekistan Airways,1,LED,UZ,4,0,5,0,28,2902.36,8905
74969,Nordwind Airlines,0,LED,RU,4,0,5,2,37,3414.11,6948
74971,Aeroflot,2,LED,TR,4,0,5,1,50,2527.13,16660
74974,Aeroflot,2,LED,RU,4,0,5,4,32,5164.82,16239
74975,Aeroflot,2,LED,TR,4,0,5,2,44,2443.41,25900
74977,Pobeda,0,LED,RU,4,0,5,4,32,1372.48,5649
74979,Uzbekistan Airways,2,LED,KZ,4,0,5,1,36,3607.24,13151
74981,Aeroflot,2,LED,TR,4,0,5,0,35,2581.06,16869
74994,Turkish Airlines,2,LED,DE,4,0,5,2,23,1516.76,34952
74996,Aeroflot,1,LED,RU,4,0,5,0,42,2093.92,6600
75004,Aeroflot,3,LED,IT,4,0,5,1,43,2240.64,23569
75006,Aeroflot,0,LED,RU,4,0,5,3,38,2484.49,5481
75007,Azimut,1,LED,RU,4,0,5,4,46,1514.2,3460
75015,Turkish Airlines,1,LED,TR,4,0,5,5,47,2271.53,44374
75018,Nordwind Airlines,0,LED,RU,4,0,5,2,37,1217.45,2695
75019,Aeroflot,0,LED,RU,4,0,5,0,49,2313.5,5400
75020,Aeroflot,1,LED,RU,4,0,5,5,33,1171.35,5481
75021,Turkish Airlines,2,LED,IN,4,0,5,4,25,4517.45,74006
75024,Wizz Air,3,LED,ES,4,0,5,0,35,3490.54,29074
75030,S7 Airlines,2,LED,RU,4,0,5,6,48,5893.67,26070
75036,Turkish Airlines,2,LED,DE,4,0,5,3,24,1421.26,52258
75047,Turkish Airlines,1,LED,TR,4,0,5,3,24,2420.35,39510
75050,Wizz Air,2,LED,ES,4,0,5,0,21,2966.95,21245
75052,Azimut,1,LED,RU,4,0,5,4,32,1941.65,5560
75054,Uzbekistan Airways,2,LED,IN,4,0,5,3,31,5931.73,63553
75057,Aeroflot,2,LED,TR,4,0,5,6,20,2145.63,22465
75059,Turkish Airlines,2,LED,US,4,0,5,1,50,7289.13,55617
75060,Pegasus Airlines,4,LED,ES,4,0,5,1,36,4936.56,28827
75062,Aeroflot,1,LED,RU,4,0,5,0,42,4174.92,13701
75064,Pegasus Airlines,3,LED,IT,4,0,5,2,37,2245.28,26292
75070,Aeroflot,0,LED,RU,4,0,5,2,44,2030.82,4200
75071,Aeroflot,0,LED,RU,4,0,5,6,34,1482.37,3600
75076,Pobeda,1,LED,RU,4,0,5,1,36,2112.14,5940
75077,Uzbekistan Airways,2,LED,IN,4,0,5,3,45,6066.03,37490
75078,Uzbekistan Airways,1,LED,UZ,4,0,5,4,32,3574.18,8491
75082,Uzbekistan Airways,1,LED,UZ,4,0,5,1,43,3571.03,13293
75083,Wizz Air,2,LED,IT,4,0,5,2,44,2386.76,19573
75089,Turkish Airlines,2,LED,US,4,0,5,4,46,8031.89,58579
75094,Wizz Air,2,LED,IT,4,0,5,2,23,1919.8,22196
75098,Aeroflot,1,LED,KZ,4,0,5,4,32,1993.25,15169
75100,Aeroflot,1,LED,RU,4,0,5,1,43,3457.3,11400
75101,Wizz Air,3,LED,GR,4,0,5,0,49,2484.45,16960
75104,Aeroflot,0,LED,RU,4,0,5,2,37,3093.58,5481
75105,Aeroflot,2,LED,TR,4,0,5,5,26,2460.92,20923
75106,Nordwind Airlines,0,LED,RU,4,0,5,5,26,1793.99,3874
75109,Azimut,0,LED,RU,4,0,5,5,33,1763.83,3480
75112,Pegasus Airlines,3,LED,IT,4,0,5,6,20,2734.76,32607
75113,Uzbekistan Airways,3,LED,IN,4,0,5,6,20,6086.24,53483
75114,Azimut,1,LED,UZ,4,0,5,1,36,3365.16,10789
75117,Aeroflot,2,LED,TR,4,0,5,6,34,2558.62,16697
75118,Aeroflot,1,LED,RU,4,0,5,3,31,1795.99,6699
75120,Azimut,1,LED,RU,4,0,5,4,46,1527.53,3660
75122,Pegasus Airlines,3,LED,ES,4,0,5,3,24,3455.78,53183
75124,Aeroflot,2,LED,DE,4,0,5,3,31,1682.81,23232
75128,Pobeda,0,LED,RU,4,0,5,1,36,1090.69,3849
75129,Wizz Air,2,LED,IT,4,0,5,0,21,2203.67,24829
75133,S7 Airlines,2,LED,RU,4,0,5,1,43,6198.57,15750
75138,Uzbekistan Airways,3,LED,IN,4,0,5,1,29,6904.08,46906
75140,S7 Airlines,1,LED,RU,4,0,5,1,43,2370.87,6341
75141,Aeroflot,2,LED,KZ,4,0,5,4,25,2363.42,11428
75143,S7 Airlines,1,LED,RU,4,0,5,4,25,6644.23,16641
75144,Uzbekistan Airways,1,LED,UZ,4,0,5,1,50,3622.47,11717
75148,S7 Airlines,1,LED,RU,4,0,6,6,69,3649.14,13350
75156,Azimut,1,LED,RU,4,0,6,3,73,1907.22,6460
75162,S7 Airlines,2,LED,RU,4,0,6,3,52,7030.5,24007
75166,S7 Airlines,2,LED,RU,4,0,6,3,52,2098.42,9312
75170,Turkish Airlines,2,LED,IN,4,0,6,2,51,5749.08,66163
75180,Uzbekistan Airways,1,LED,IN,4,0,6,1,71,4931.49,24287
75183,Turkish Airlines,1,LED,US,4,0,6,3,80,8633.92,57937
75189,Azimut,0,LED,RU,4,0,6,2,79,777.24,2380
75191,Pegasus Airlines,2,LED,TR,4,0,6,5,54,2201.82,23822
75200,Azimut,2,LED,TR,4,0,6,5,61,2628.94,20783
75205,Azimut,1,LED,RU,4,0,6,5,54,3546.2,9489
75209,Azimut,2,LED,TR,4,0,6,1,71,2573.4,20610
75211,Wizz Air,1,LED,IT,4,0,6,0,63,2061.77,17222
75213,Azimut,1,LED,RU,4,0,6,5,68,1942.61,4260
75214,Turkish Airlines,3,LED,US,4,0,6,2,51,8516.81,83892
75218,Aeroflot,0,LED,RU,4,0,6,0,70,889.58,3934
75221,S7 Airlines,1,LED,RU,4,0,6,5,54,2202.88,8161
75223,Nordwind Airlines,0,LED,DE,4,0,6,2,51,1838.93,6243
75226,Azimut,0,LED,RU,4,0,6,2,72,697.19,1780
75230,S7 Airlines,1,LED,RU,4,0,6,2,51,5737.05,16729
75236,KLM,2,LED,ES,4,0,6,0,77,2744.68,74865
75237,Uzbekistan Airways,1,LED,UZ,4,0,6,3,59,3512.29,8751
75241,Azimut,1,LED,RU,4,0,6,2,72,2233.71,6660
75244,Uzbekistan Airways,2,LED,IN,4,0,6,5,75,5649.36,37923
75250,Nordwind Airlines,0,LED,DE,4,0,6,2,51,1754.98,3078
75263,Uzbekistan Airways,1,LED,UZ,4,0,6,0,70,3256.68,8739
75264,Azimut,1,LED,RU,4,0,6,2,51,1754.46,4460
75273,Aeroflot,1,LED,KZ,4,0,6,6,62,2263.35,17582
75277,Uzbekistan Airways,1,LED,UZ,4,0,6,0,56,3386.3,8751
75280,Aeroflot,1,LED,RU,4,0,6,3,52,5688.26,14377
75286,Pobeda,1,LED,RU,4,0,6,6,69,3132.3,8963
75295,Aeroflot,1,LED,KZ,4,0,6,3,80,2141.63,18075
75299,Pobeda,1,LED,RU,4,0,6,2,58,1803.09,11279
75303,Nordwind Airlines,0,LED,RU,4,0,6,4,60,1104.71,5290
75305,Turkish Airlines,2,LED,US,4,0,6,3,52,9196.21,47514
75309,Nordwind Airlines,1,LED,RU,4,0,6,0,70,2001.44,6603
75312,Turkish Airlines,2,LED,US,4,0,6,1,64,7826.32,73429
75313,Aeroflot,1,LED,KZ,4,0,6,0,70,2918.99,18520
75315,Pobeda,1,LED,RU,4,0,6,1,71,294.23,6193
75316,Aeroflot,0,LED,RU,4,0,6,4,60,2116.64,5986
75325,Pobeda,0,LED,RU,4,0,6,1,64,2093.35,10199
75326,Turkish Airlines,2,LED,US,4,0,6,2,51,8932.25,88046
75329,Pobeda,0,LED,RU,4,0,6,6,55,806.2,3949
75331,Uzbekistan Airways,1,LED,UZ,4,0,6,1,57,3254.88,8182
75338,Azimut,1,LED,TR,4,0,6,5,68,2107.41,10525
75346,S7 Airlines,2,LED,RU,4,0,6,3,66,7064.96,24007
75349,Uzbekistan Airways,1,LED,UZ,4,0,6,6,55,3405.71,9551
75354,Nordwind Airlines,1,LED,RU,4,0,6,0,56,2583.41,7940
75355,Aeroflot,0,LED,RU,4,0,6,6,69,2031.59,6270
75356,Pobeda,0,LED,RU,4,0,6,0,56,1078.54,4449
75359,Pobeda,0,LED,RU,4,0,6,2,72,1797.29,6249
75367,Nordwind Airlines,0,LED,DE,4,0,6,3,52,1331.25,3120
75369,Uzbekistan Airways,1,LED,UZ,4,0,6,3,80,2773.06,11275
75382,S7 Airlines,1,LED,RU,4,0,6,4,53,2787.83,17135
75384,Pobeda,1,LED,RU,4,0,6,3,59,1878.35,8563
75387,Turkish Airlines,1,LED,TR,4,0,6,3,52,2311.4,39510
75398,Turkish Airlines,2,LED,US,4,0,6,2,51,8303.6,100255
75405,Uzbekistan Airways,2,LED,KZ,4,0,6,4,74,2879.28,69247
75406,Pobeda,0,LED,RU,4,0,6,3,59,1055.34,5049
75408,Aeroflot,2,LED,RU,4,0,6,1,71,6057.94,27311
75409,Aeroflot,1,LED,RU,4,0,6,0,77,3863.76,19188
75411,Turkish Airlines,2,LED,TR,4,0,6,4,60,2188.21,171939
75416,Uzbekistan Airways,1,LED,UZ,4,0,6,3,73,2902.36,7730
75417,Nordwind Airlines,0,LED,RU,4,0,6,2,51,3414.11,9483
75418,S7 Airlines,2,LED,RU,4,0,6,6,55,4170.21,24550
75419,Azimut,2,LED,TR,4,0,6,1,78,2527.13,17905
75421,Turkish Airlines,3,LED,US,4,0,6,6,55,8612.86,45237
